Product ID,Store ID,Current Price,Optimal Price,Expected Revenue
3305.0,45.0,10.81,16.22,3902.76
9347.0,29.0,41.86,62.79,11337.55
7673.0,62.0,23.04,34.56,7922.96
6336.0,87.0,68.78,68.78,30194.42
9386.0,29.0,17.01,17.01,6123.6
7304.0,63.0,15.25,22.88,6902.07
4881.0,93.0,61.19,91.78,16049.22
6739.0,26.0,89.01,64.29,20709.64
1844.0,90.0,89.7,134.55,36489.56
3797.0,51.0,68.49,72.29,20196.72
7626.0,7.0,34.75,52.12,14597.75
6887.0,31.0,84.27,126.4,24430.57
3364.0,77.0,12.31,18.46,5515.71
4359.0,20.0,41.41,62.11,17764.13
8341.0,24.0,59.59,89.38,26925.36
4292.0,98.0,29.5,44.25,14618.7
1378.0,26.0,71.9,107.85,30622.05
3061.0,53.0,70.7,106.05,44028.12
4608.0,96.0,45.21,67.82,16832.09
4043.0,49.0,40.55,60.82,14592.49
1822.0,81.0,19.96,29.94,6081.09
3389.0,71.0,97.96,146.94,34216.93
1859.0,68.0,5.75,7.99,1949.18
6694.0,98.0,35.71,49.6,11321.67
6426.0,7.0,56.96,79.11,21468.77
9313.0,70.0,7.15,10.73,3838.21
4901.0,9.0,46.72,70.08,15195.83
1329.0,16.0,80.2,120.3,29411.13
5893.0,94.0,5.56,5.87,2333.75
9457.0,14.0,73.76,73.76,30315.36
8811.0,25.0,67.27,100.9,27983.4
5996.0,52.0,83.2,124.8,43058.27
9896.0,14.0,31.18,31.18,13688.02
3208.0,65.0,14.75,22.12,7606.3
8374.0,21.0,87.4,131.1,26192.86
8197.0,54.0,59.81,83.07,25415.84
5329.0,26.0,75.1,112.65,27257.71
6604.0,45.0,64.11,96.16,32471.53
3590.0,13.0,53.36,53.36,21130.56
7637.0,86.0,45.99,68.98,14482.13
7181.0,51.0,47.15,70.72,15605.34
7125.0,23.0,39.55,39.55,17876.6
1475.0,10.0,52.83,79.24,28420.04
8787.0,84.0,30.5,45.75,16311.97
3183.0,87.0,35.94,45.92,12042.9
6023.0,14.0,39.58,59.37,7048.6
1094.0,19.0,63.41,95.12,32695.7
2665.0,24.0,55.48,83.22,33512.69
1192.0,85.0,21.94,32.91,6814.46
6464.0,28.0,18.91,28.36,8787.53
5362.0,37.0,30.45,45.68,8370.86
8316.0,13.0,94.89,142.34,78031.9
4551.0,38.0,28.61,42.92,8875.26
1501.0,72.0,56.6,78.61,30395.88
8575.0,93.0,69.05,69.05,34041.65
6917.0,10.0,57.76,86.64,19410.93
4089.0,7.0,86.98,130.47,49814.01
7831.0,96.0,17.85,26.78,6092.73
6008.0,4.0,66.15,99.22,21266.47
1796.0,51.0,98.31,147.46,29449.21
5159.0,81.0,26.71,37.1,14085.53
4616.0,45.0,59.98,89.97,20663.15
8806.0,40.0,18.66,18.66,8863.5
1085.0,4.0,10.34,15.51,3602.78
3963.0,51.0,67.78,94.14,28154.03
4678.0,16.0,91.67,137.5,30249.4
5103.0,81.0,92.13,138.2,27585.65
9387.0,14.0,74.66,74.66,23069.94
6497.0,13.0,20.21,30.32,7699.61
7653.0,33.0,33.19,49.78,13388.74
8137.0,19.0,27.64,35.32,6680.83
2821.0,46.0,38.45,38.45,17110.25
6756.0,5.0,7.71,11.56,2827.51
1713.0,14.0,47.91,71.86,20599.67
4791.0,25.0,54.21,75.29,20614.94
9395.0,75.0,65.24,97.86,12402.85
3190.0,67.0,98.93,98.93,38582.7
8900.0,95.0,14.33,21.5,5801.0
8747.0,26.0,21.31,29.6,8757.16
9743.0,21.0,84.78,127.17,55555.9
5451.0,74.0,6.74,10.11,1707.25
2084.0,13.0,48.49,72.74,17836.14
5780.0,12.0,86.72,130.08,23017.59
9197.0,66.0,46.2,64.17,18499.82
7558.0,51.0,87.55,131.32,32314.05
8864.0,37.0,36.88,55.32,14962.14
4700.0,43.0,13.69,20.54,5661.46
8686.0,75.0,70.89,106.34,39203.65
6347.0,40.0,68.22,102.33,31669.3
1785.0,27.0,58.42,87.63,30081.52
6845.0,23.0,69.99,69.99,27996.0
5619.0,98.0,10.85,16.27,4936.12
5797.0,1.0,73.47,110.2,30320.91
1207.0,75.0,20.47,28.43,8852.51
4190.0,96.0,23.02,34.53,12489.98
5463.0,5.0,7.51,11.26,2601.92
6487.0,20.0,30.99,30.99,15247.08
9059.0,61.0,58.85,88.28,23623.05
4800.0,13.0,25.55,38.33,12594.23
7232.0,88.0,26.86,37.31,8828.53
8250.0,72.0,72.88,109.32,23972.01
7801.0,62.0,75.29,112.94,35200.31
5523.0,94.0,34.72,52.08,12767.71
7913.0,9.0,81.92,122.88,36104.44
6967.0,79.0,19.75,19.75,9420.75
6091.0,93.0,9.14,13.71,3695.91
5047.0,46.0,31.45,47.18,17023.24
5186.0,69.0,64.11,64.11,27887.85
9589.0,16.0,9.95,14.92,4030.25
5789.0,42.0,37.82,48.33,11048.79
1526.0,16.0,87.82,131.73,29202.28
7518.0,48.0,92.83,139.24,39915.49
9016.0,25.0,64.14,96.21,46401.79
8528.0,36.0,47.84,71.76,22250.41
4335.0,51.0,89.68,134.52,46979.46
4817.0,61.0,73.72,110.58,44330.48
8298.0,48.0,64.78,97.17,32704.81
5305.0,86.0,77.42,73.12,21460.37
5385.0,23.0,33.27,33.27,10979.1
6494.0,23.0,98.0,147.0,37720.52
4916.0,20.0,32.91,45.71,16312.83
8471.0,55.0,31.55,47.32,15025.48
9540.0,52.0,69.74,104.61,32402.17
3143.0,72.0,38.1,57.15,11461.41
3052.0,97.0,9.65,14.48,4968.63
3232.0,73.0,91.15,136.73,51414.08
6876.0,68.0,81.62,122.43,19560.22
7151.0,99.0,36.31,36.31,17900.83
4926.0,77.0,99.36,149.04,33330.92
3356.0,89.0,54.12,69.15,20231.51
8601.0,91.0,95.36,143.04,23868.42
5367.0,50.0,96.99,145.48,64695.48
7370.0,18.0,41.31,61.96,13881.43
7468.0,17.0,57.89,86.84,21817.84
9294.0,24.0,74.68,112.02,34813.74
4408.0,13.0,17.7,26.55,7333.41
3199.0,74.0,66.07,66.07,31383.25
7400.0,36.0,13.68,20.52,4392.41
6421.0,25.0,23.78,35.67,11511.28
1241.0,89.0,78.12,117.18,25589.45
7449.0,97.0,56.06,77.86,13640.52
5945.0,59.0,67.4,86.12,21071.0
8682.0,66.0,91.71,137.56,42879.87
4901.0,57.0,81.61,122.42,42065.62
3055.0,45.0,83.37,125.06,22886.5
4008.0,25.0,85.02,127.53,34433.79
6442.0,2.0,20.81,31.21,8477.77
1687.0,34.0,60.34,90.51,22856.69
2796.0,29.0,53.48,80.22,18560.93
3748.0,81.0,92.81,92.81,45569.71
9467.0,5.0,26.45,39.67,10831.86
2934.0,51.0,56.15,77.99,18433.59
5972.0,42.0,93.55,140.32,22163.45
9629.0,62.0,86.79,130.18,30392.24
9382.0,38.0,63.0,94.5,21197.3
6720.0,2.0,96.03,90.7,26472.21
2422.0,18.0,94.23,141.34,35648.36
5698.0,4.0,92.12,138.18,31024.06
4625.0,4.0,11.48,11.48,5694.08
5905.0,36.0,5.1,5.95,1364.76
3513.0,69.0,67.03,100.54,30897.07
5939.0,87.0,76.77,115.16,31104.46
2397.0,63.0,85.71,128.56,29391.73
9363.0,82.0,15.27,22.9,4554.72
7980.0,27.0,86.35,86.35,40670.85
3496.0,84.0,96.31,144.46,16184.55
2729.0,76.0,68.07,68.07,28453.26
3731.0,23.0,68.79,87.9,28498.94
6365.0,58.0,98.31,147.46,44563.4
2168.0,53.0,78.34,117.51,38957.8
9209.0,54.0,69.77,96.9,32391.06
6603.0,85.0,37.56,56.34,15096.92
2583.0,50.0,76.7,115.05,35365.03
6454.0,37.0,86.71,130.06,42505.01
5768.0,30.0,66.74,77.86,25898.23
5213.0,67.0,57.96,86.94,24270.73
6251.0,55.0,46.52,69.78,15852.29
8497.0,87.0,66.14,91.86,19459.74
8082.0,75.0,6.17,9.25,2043.38
7511.0,95.0,95.96,143.94,65025.94
8444.0,18.0,40.05,60.08,10842.66
2158.0,68.0,32.58,48.87,14165.11
7019.0,7.0,51.79,77.68,19823.13
3210.0,41.0,24.24,33.67,6748.71
3055.0,71.0,96.52,144.78,31817.36
6502.0,75.0,14.54,21.81,7238.27
3362.0,94.0,42.19,58.6,20091.74
2575.0,69.0,90.01,135.02,46740.84
2010.0,30.0,22.03,33.04,11188.53
1220.0,98.0,50.39,50.39,22473.94
9296.0,39.0,62.51,93.76,14747.31
6774.0,36.0,7.62,11.43,2989.78
2970.0,36.0,32.24,48.36,18365.79
2917.0,5.0,46.32,69.48,17894.3
8191.0,42.0,67.6,101.4,36957.65
8962.0,59.0,29.55,44.32,8397.97
9482.0,28.0,21.42,32.13,6696.31
7249.0,17.0,87.07,130.6,40037.91
4208.0,81.0,6.4,9.6,3278.04
2501.0,94.0,78.53,78.53,37929.99
9846.0,17.0,81.25,81.25,39568.75
1841.0,62.0,66.11,91.82,25186.69
4725.0,61.0,40.66,56.47,14995.85
4958.0,63.0,91.52,137.28,28472.24
8431.0,96.0,33.24,33.24,15190.68
8876.0,43.0,18.85,28.28,8903.21
3245.0,42.0,35.12,52.68,15263.74
4995.0,40.0,98.05,147.07,19385.91
7984.0,35.0,34.86,48.42,8837.24
1800.0,52.0,31.85,47.78,13357.42
1385.0,86.0,25.94,38.91,12772.68
6322.0,20.0,93.34,140.01,36901.49
4658.0,62.0,28.55,28.55,10820.45
8360.0,14.0,90.61,90.61,35972.17
8751.0,76.0,87.17,87.17,27720.06
9498.0,93.0,32.78,49.17,13948.24
9925.0,45.0,17.15,25.72,6843.87
2968.0,69.0,65.28,97.92,35048.51
1174.0,49.0,10.37,15.56,4283.31
1411.0,93.0,35.7,53.55,18613.29
7155.0,21.0,25.2,25.2,10080.0
3133.0,46.0,90.12,135.18,29776.08
3582.0,7.0,63.63,95.44,32246.31
9331.0,11.0,92.69,139.04,37863.39
1261.0,21.0,54.13,75.18,21222.69
1768.0,6.0,19.4,29.1,7152.04
8038.0,1.0,18.36,27.54,5475.35
8467.0,74.0,77.9,116.85,40861.42
3538.0,27.0,28.35,42.53,10875.09
7416.0,84.0,7.24,10.86,3848.06
1547.0,28.0,5.68,8.52,3639.38
5650.0,25.0,65.65,98.48,43683.78
7592.0,44.0,78.12,78.12,24842.16
3448.0,2.0,92.47,138.7,29955.96
7522.0,61.0,15.43,23.14,7001.07
9567.0,99.0,78.96,74.57,15078.02
9896.0,20.0,46.19,59.02,9589.03
3898.0,88.0,80.33,120.5,25158.1
7558.0,98.0,45.15,62.71,16582.35
8519.0,46.0,96.58,144.87,41747.8
5299.0,48.0,75.64,113.46,23880.62
1173.0,9.0,64.74,64.74,26931.84
3043.0,24.0,67.33,101.0,31056.93
7775.0,78.0,77.96,116.94,27799.45
4583.0,85.0,57.07,66.58,22132.53
5544.0,23.0,20.47,30.7,5573.49
3069.0,51.0,87.03,87.03,40120.83
4777.0,81.0,68.02,68.02,23807.0
8597.0,52.0,19.33,28.99,7275.57
3262.0,81.0,13.22,19.83,5968.0
4208.0,52.0,77.25,77.25,25647.0
8995.0,77.0,76.13,114.2,44338.45
7164.0,6.0,42.63,63.95,19659.89
1106.0,72.0,76.76,115.14,25037.81
9704.0,5.0,91.76,91.76,20829.52
3395.0,87.0,5.14,6.0,2509.64
1714.0,89.0,36.76,55.14,12489.97
3596.0,28.0,69.21,88.44,23266.57
9599.0,12.0,48.63,72.95,18644.06
7823.0,40.0,41.34,62.01,19712.44
1171.0,9.0,43.07,64.6,20647.29
6818.0,30.0,5.93,5.93,2182.24
5688.0,51.0,62.15,93.22,21503.64
3945.0,40.0,87.73,131.6,25818.42
6291.0,72.0,12.0,14.0,3153.81
2355.0,90.0,23.14,34.71,12330.64
1361.0,63.0,44.26,66.39,14359.7
3114.0,98.0,68.11,94.6,18074.57
4768.0,88.0,27.83,41.74,11658.01
5467.0,9.0,39.12,39.12,15608.88
6096.0,4.0,17.9,24.86,4549.93
4985.0,70.0,79.32,118.98,18667.51
7360.0,30.0,5.23,5.23,2547.01
3778.0,38.0,88.73,88.73,43566.43
4273.0,71.0,46.77,46.77,21046.5
2195.0,93.0,45.68,63.44,15623.38
1833.0,37.0,67.01,93.07,27691.92
9892.0,91.0,94.88,142.32,34873.26
8259.0,45.0,36.73,55.1,14209.03
8099.0,33.0,71.56,107.34,29108.39
3838.0,83.0,41.79,62.68,21030.8
5719.0,34.0,27.07,40.61,13799.35
9899.0,8.0,87.72,87.72,36316.08
8701.0,74.0,74.55,111.82,30368.62
5429.0,21.0,32.04,48.06,15461.67
3236.0,40.0,14.28,21.42,4612.1
2191.0,28.0,11.95,17.92,1605.44
1612.0,4.0,62.07,93.1,29363.12
4067.0,21.0,36.69,55.04,20220.81
8088.0,13.0,69.44,104.16,37168.72
4422.0,30.0,13.81,20.72,2479.0
1395.0,64.0,79.4,79.4,38191.4
8009.0,41.0,54.5,69.64,21790.8
2851.0,6.0,89.69,134.54,36185.53
9171.0,88.0,45.34,68.01,15072.0
5765.0,40.0,86.77,130.16,39873.06
3905.0,3.0,54.79,70.01,12606.59
4009.0,33.0,34.27,51.4,12581.8
7044.0,45.0,93.02,139.53,43718.95
3226.0,57.0,79.88,119.82,35024.25
7510.0,53.0,54.81,76.12,27839.5
4412.0,56.0,88.73,133.1,34993.13
1454.0,54.0,81.39,122.08,45533.09
2401.0,59.0,95.31,95.31,30117.96
4829.0,63.0,18.7,28.05,5540.74
9919.0,4.0,33.31,33.31,14156.75
1210.0,25.0,91.47,137.2,30356.94
1942.0,78.0,53.2,53.2,19737.2
3016.0,55.0,76.81,115.22,32343.35
9959.0,52.0,86.02,129.03,44725.13
9605.0,71.0,71.83,107.74,39655.88
8014.0,66.0,15.31,22.96,5190.02
8942.0,42.0,92.57,138.85,30366.09
4360.0,8.0,66.04,99.06,28766.75
4272.0,39.0,41.08,61.62,24220.81
1016.0,83.0,84.32,126.48,22076.13
1780.0,50.0,35.3,45.11,14125.23
6814.0,12.0,83.68,125.52,32501.51
3956.0,55.0,50.78,76.17,23497.51
5782.0,15.0,25.53,38.3,8724.24
6240.0,42.0,38.2,57.3,6584.83
7502.0,81.0,80.04,120.06,51325.75
3090.0,82.0,29.85,44.78,9455.96
7341.0,51.0,92.64,138.96,30787.71
7153.0,72.0,38.95,58.42,11891.74
8990.0,75.0,68.4,102.6,28001.73
3167.0,89.0,31.55,31.55,12336.05
2639.0,82.0,67.65,101.48,36696.37
2721.0,26.0,78.18,117.27,28524.33
3431.0,81.0,95.4,143.1,35864.54
3116.0,24.0,33.03,49.54,12607.14
5685.0,93.0,35.39,53.08,24718.16
1880.0,44.0,29.57,44.36,13751.78
1592.0,52.0,73.66,77.75,27489.23
1479.0,13.0,40.72,61.08,18789.58
5342.0,15.0,33.65,50.47,7658.01
4941.0,74.0,88.44,132.66,38375.31
4774.0,48.0,7.12,7.12,3510.16
8703.0,87.0,57.77,80.24,18680.69
6589.0,51.0,56.66,84.99,20059.32
6206.0,97.0,92.8,67.02,25146.68
4811.0,94.0,26.18,39.27,16735.21
7215.0,62.0,84.11,79.44,16455.74
5372.0,75.0,25.91,38.86,7894.85
1524.0,59.0,9.77,12.48,3357.47
1631.0,80.0,6.19,9.28,1674.8
6291.0,67.0,55.43,70.83,20322.1
9646.0,92.0,58.62,87.93,23865.31
4107.0,22.0,98.41,147.62,48476.87
8735.0,70.0,34.46,51.69,10677.23
4328.0,2.0,60.73,91.1,24985.05
5626.0,74.0,85.54,128.31,38607.56
6823.0,25.0,96.23,144.34,21204.75
9184.0,43.0,54.29,75.4,18630.72
1455.0,79.0,47.43,71.14,21087.77
1545.0,80.0,43.71,60.71,13101.8
4280.0,65.0,25.79,35.82,9708.11
3040.0,14.0,56.29,78.18,21120.51
5259.0,30.0,56.5,78.47,26420.11
6990.0,44.0,47.16,65.5,21133.05
1406.0,13.0,67.2,100.8,28522.36
7427.0,48.0,82.79,124.18,35515.44
5524.0,86.0,46.53,69.8,15943.53
7212.0,16.0,85.33,128.0,32702.94
8876.0,80.0,95.76,95.76,37059.12
5818.0,51.0,56.1,77.92,20920.8
6383.0,73.0,6.81,10.22,2340.46
2703.0,7.0,70.9,98.47,33036.83
7493.0,18.0,15.37,23.06,7420.97
5411.0,66.0,68.32,94.89,30296.84
3828.0,63.0,27.33,41.0,9140.36
6986.0,85.0,11.98,17.97,3712.63
4177.0,15.0,64.55,75.31,18686.12
7136.0,2.0,88.16,132.24,54803.03
9881.0,48.0,36.1,54.15,8309.2
3014.0,38.0,56.06,77.86,22716.69
2556.0,92.0,96.31,144.46,49961.72
8021.0,21.0,31.56,31.56,14328.24
9829.0,66.0,13.98,20.97,3034.5
7178.0,52.0,56.64,59.79,10030.92
7251.0,33.0,37.09,37.09,18062.83
5204.0,66.0,65.55,65.55,29628.6
5519.0,48.0,73.8,110.7,33973.63
8271.0,55.0,58.81,88.22,18611.39
2607.0,35.0,7.87,11.8,2412.51
4740.0,87.0,87.5,87.5,39462.5
6235.0,54.0,58.08,58.08,25380.96
5432.0,41.0,84.9,127.35,30852.56
2387.0,1.0,20.17,30.26,11640.47
2152.0,11.0,80.19,120.28,38750.19
4099.0,92.0,66.94,100.41,27632.28
4591.0,89.0,33.97,50.96,13466.36
1832.0,76.0,86.45,129.68,34324.13
7735.0,61.0,31.16,46.74,18062.05
5410.0,81.0,48.08,66.78,13785.35
5015.0,86.0,41.24,61.86,17571.06
6567.0,89.0,49.13,73.7,21341.94
4013.0,19.0,38.29,57.44,16851.54
4268.0,51.0,42.98,54.92,14662.78
5467.0,46.0,19.14,28.71,4908.92
5784.0,39.0,56.9,79.03,27820.04
6063.0,78.0,87.83,131.74,36278.82
6646.0,46.0,26.69,40.04,7229.67
9594.0,18.0,61.76,72.05,22692.94
5818.0,77.0,41.21,41.21,16648.84
4546.0,11.0,41.98,62.97,18809.19
9225.0,80.0,37.48,56.22,13978.96
2269.0,94.0,82.73,124.1,41726.17
3500.0,80.0,7.77,11.66,2584.26
5599.0,35.0,6.35,9.52,2445.8
6973.0,82.0,94.03,141.05,32822.65
3853.0,65.0,50.81,76.22,15751.65
5799.0,1.0,15.1,22.65,5692.34
3284.0,45.0,52.24,66.75,23878.91
2489.0,47.0,55.94,55.94,21201.26
4588.0,26.0,79.53,119.3,31495.87
1132.0,54.0,59.54,89.31,33242.22
4906.0,30.0,96.1,90.76,27061.31
6965.0,7.0,24.72,37.08,8149.96
2444.0,36.0,53.45,80.18,18125.79
2738.0,27.0,88.35,132.52,42253.8
7257.0,41.0,90.01,135.02,31835.01
5000.0,78.0,18.67,28.01,8508.15
7206.0,67.0,11.6,17.4,5563.33
7940.0,74.0,31.16,46.74,11661.41
7156.0,6.0,78.43,78.43,28548.52
8247.0,55.0,35.61,53.42,17333.22
2271.0,58.0,28.62,42.93,9876.54
1697.0,13.0,37.97,56.96,13667.67
7227.0,18.0,28.95,28.95,12390.6
2975.0,40.0,97.82,97.82,33454.44
2501.0,79.0,11.76,17.64,3944.9
8988.0,77.0,63.75,95.62,31349.26
4525.0,71.0,17.73,26.6,3515.51
4395.0,57.0,92.09,138.14,34914.8
8076.0,51.0,42.79,64.18,20836.75
4630.0,40.0,34.74,52.11,12421.44
8756.0,91.0,89.37,134.06,43350.96
5243.0,15.0,39.18,58.77,14245.81
6336.0,91.0,69.71,96.82,30641.68
4661.0,84.0,7.12,10.68,3010.11
5316.0,58.0,13.58,20.37,3417.38
8796.0,97.0,14.05,21.08,5749.25
5129.0,62.0,44.11,66.16,14765.81
6130.0,32.0,86.8,130.2,27158.92
4504.0,48.0,9.6,14.4,3561.95
1372.0,64.0,87.41,131.12,37186.51
5445.0,95.0,60.19,90.28,23135.67
4212.0,29.0,28.37,42.56,12827.53
9688.0,14.0,29.43,44.14,16790.41
8218.0,26.0,90.25,135.38,26324.86
3194.0,99.0,93.7,140.55,36820.51
1912.0,97.0,97.13,145.7,26508.11
8313.0,36.0,43.81,65.72,20312.06
2489.0,8.0,92.69,139.04,40230.08
7330.0,68.0,81.02,121.53,38410.62
7483.0,78.0,45.81,63.62,22785.51
9749.0,83.0,60.83,60.83,25244.45
6599.0,29.0,63.34,87.97,25928.24
6203.0,7.0,76.37,114.56,51909.72
5624.0,1.0,68.71,103.06,28537.7
6846.0,8.0,58.55,81.32,20601.92
5603.0,49.0,78.48,117.72,41886.82
1103.0,18.0,32.12,44.61,12627.28
4747.0,54.0,49.95,74.93,24900.21
6502.0,36.0,98.36,98.36,21245.76
1234.0,87.0,72.84,109.26,28414.07
5894.0,76.0,49.48,49.48,19544.6
1683.0,60.0,84.77,127.16,18265.08
3263.0,30.0,69.27,103.9,45690.96
2165.0,96.0,63.26,94.89,27040.11
2651.0,82.0,90.4,65.29,11501.26
9930.0,42.0,77.58,116.37,36740.36
2513.0,57.0,95.72,95.72,29673.2
3696.0,60.0,44.74,67.11,13877.8
7927.0,86.0,49.87,74.8,25650.97
8973.0,69.0,95.3,142.95,46904.99
8132.0,68.0,40.55,60.82,17265.28
4200.0,82.0,51.78,77.67,19118.31
9770.0,86.0,49.81,74.72,20870.46
7735.0,17.0,17.15,25.72,6027.0
4889.0,78.0,12.74,19.11,4295.19
3576.0,45.0,54.75,82.12,18006.25
6676.0,71.0,55.38,83.07,28430.87
1014.0,57.0,14.75,22.12,7348.09
6831.0,87.0,96.14,144.21,40930.23
3087.0,70.0,25.17,37.76,11416.89
4757.0,66.0,10.84,10.84,4921.36
5798.0,59.0,61.36,78.4,23752.66
1926.0,75.0,14.91,22.36,5287.05
4020.0,97.0,26.77,37.18,8643.16
8768.0,69.0,87.21,130.82,37953.29
9597.0,84.0,48.43,72.64,19300.77
2391.0,64.0,30.56,45.84,9080.68
6702.0,62.0,7.07,10.6,1903.73
5100.0,99.0,82.01,86.57,21606.06
9126.0,66.0,67.48,101.22,29626.39
1935.0,68.0,26.33,39.49,15220.88
2765.0,10.0,68.75,87.85,30853.32
1498.0,18.0,97.87,146.8,29772.24
9350.0,57.0,97.98,97.98,41151.6
5795.0,19.0,19.38,29.07,7174.38
8819.0,33.0,8.47,11.76,3546.96
2727.0,51.0,44.24,66.36,21599.41
9754.0,43.0,63.43,95.14,24262.46
3776.0,23.0,57.99,57.99,19948.56
3023.0,96.0,23.26,34.89,7071.58
8149.0,83.0,24.2,36.3,9786.99
7171.0,79.0,81.78,81.78,36555.66
9870.0,34.0,75.42,113.13,34751.93
8110.0,41.0,91.56,137.34,22829.78
5297.0,81.0,37.15,55.72,14987.36
9322.0,15.0,50.56,75.84,19078.74
7832.0,81.0,41.84,62.76,26457.62
2140.0,95.0,25.85,38.78,9186.09
9631.0,93.0,63.74,95.61,30503.19
5622.0,85.0,23.48,23.48,11035.6
8629.0,53.0,41.1,41.1,10603.8
1655.0,46.0,17.26,23.97,6430.38
4819.0,77.0,47.3,70.95,29944.51
7269.0,40.0,18.66,27.99,8328.27
5517.0,58.0,94.44,141.66,36922.51
5686.0,39.0,85.24,127.86,26098.88
4181.0,95.0,48.72,67.67,13258.19
4940.0,25.0,16.46,24.69,7606.37
2403.0,29.0,41.17,41.17,17620.76
3729.0,2.0,41.97,53.63,13782.12
8007.0,26.0,64.72,97.08,39037.77
7034.0,67.0,68.12,102.18,39556.55
6330.0,67.0,90.41,135.62,47840.89
